Álbum,Título da Música,Letra
Positions,34+35,"Hmm

You might think I'm crazy
The way I've been cravin'
If I put it quite plainly
Just gimme them babies
So what you doin' tonight?
Better say, ""Doin' you right"" (Yeah)
Watchin' movies, but we ain't seen a thing tonight (Yeah)

I don't wanna keep you up (You up)
But show me, can you keep it up? (It up)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy
I've been drinkin' coffee (I've been drinkin' coffee; coffee)
And I've been eatin' healthy (I've been eatin' healthy; healthy)
You know I keep it squeaky, yeah (You know I keep it squeaky; squeaky)
Savin' up my energy (Yeah, yeah, savin' up my energy)

Can you stay up all night?
Fuck me 'til the daylight
Thirty-four, thirty-five (Ah)
Can you stay up all night? (All night)
Fuck me 'til the daylight
Thirty-four, thirty-five (Ah)

You drink it just likе water (Water)
You say it tastes likе candy
So what you doin' tonight? (Tonight)
Better say, ""Doin' you right"" (Alright)
Watchin' movies, but we ain't seen a thing tonight (Yeah)

I don't wanna keep you up (You up)
But show me, can you keep it up? (It up)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy
I've been drinkin' coffee (Said I've been drinkin' coffee; coffee)
And I've been eatin' healthy (And I've been eatin' healthy; healthy)
You know I keep it squeaky, yeah (Except this wine though; squeaky)
Savin' up my energy (Yeah, yeah, yeah)

Can you stay up all night? (All night)
Fuck me 'til the daylight (Daylight)
Thirty-four, thirty-five (Ah; thirty-five)
Can you stay up all night? (Can you stay?)
Fuck me 'til the daylight (Can you stay?)
Thirty-four, thirty-five (Ah)

Oh yeah, yeah
Baby, you might need a seat belt when I ride it
I'ma leave it open like a door, come inside it
Even though I'm wifey, you can hit it like a side chick
Don't need no side dick, no
Got the neighbors yellin', ""Earthquake!"" (Earthquake)
4.5 when I make the bed shake (Bed shake)
Put it down heavy even though it's lightweight (It's lightweight, yeah, yeah, yeah, ayy)
We started at midnight
Go 'til the sunrise (Sunrise)
Done at the same time (Yeah)
But who's countin' the time when we got it for life? (Got it for life)
I know all your favorite spots (Favorite spots)
We can take it from the top (From the top)
You're such a dream come true, true
Make a bitch wanna hit snooze, ooh

Can you stay up all night?
Fuck me 'til the daylight (Yeah, yeah)
Thirty-four, thirty-five (Ah; thirty-four, thirty-five)
Can you stay up all night? (Do you know what that means?)
Fuck me 'til the daylight (Do you know what that means?)
Thirty-four, thirty-five (Ah)

Means I wanna ""69"" with you
No shit
Math class
Never was good"
Positions,motive,"Mu-Mu-Mu-Murda

Tell me why I get this feeling
That you really wanna turn me on
Tell me why I get this feeling
That you really wanna make me yours, ah

'Cause I see you tryin', subliminally tryin'
To see if I'm gon' be the one that's in your arms
I admit it's exciting, parts of me kinda like it
But before I lead you on

Baby, tell me, what's your motive? (Motive)
What's your motive?
What's your motive? (Ah)
So tell me, what's your motive? (Motive)
What's your motive?
What's your motive? (Ah)

I could call bullshit out from a mile away (Don't say)
You want me if you can keep comin' back for me
Might have to curve you if you just can't talk straight (Just say)
Say what you mean 'cause you might get it

'Cause I see you tryin', subliminally tryin'
To see if I'm gon' be the one that's in your arms
I admit it's exciting, parts of me kinda like it
But before I lead you on

Tell me, what's your motive?
What's your motive?
What's your motive? (Ah)
So tell me, what's your motive?
What's your motive?
What's your motive? (Ayy, yeah, yeah, ayy, ah)

You treat me like gold, baby
Now you wanna spoil me
Did you want a trophy or you wanna sport me, baby?
Want me on your neck 'cause you wanted respect
'Cause you fightin' some war, baby
Well, I had to bring the fists out, had to put a wall up
But don't trust phonies, baby (Yeah, yeah, yeah, yeah)
You gotta tell me, what's your motive, baby?
'Cause you got your candy (Yeah) on your arm (Yeah)
No need to sugarcoat a lie (Yeah)
Say what you want, I needed a real bonafide G (Come on)
Can you promise me you'll bring it all tonight? (Give it to me)
'Cause I need you to be wise
Tell me everything that's on your mind, come on

Baby, tell me what's your motive? (Tell me, baby)
What's your motive? (What's your motive?)
What's your motive? (What's your motive?, ah)
So tell me, what's your motive? (Better tell me, baby)
What's your motive? (What's your motive?; Better tell me, baby)
What's your motive? (Yeah, ayy, ah)"
Positions,just like magic,"Oh, yeah

Wake up in my bed, I just wanna have a good day (Mmm, ah)
Think it in my head, then it happens how it should, ayy
Twelve o'clock, I got a team meeting, then a meditation at like 1:30
Then I ride to the studio listening to some shit I wrote (Oh)

Good karma, my aesthetic (Aesthetic)
Keep my conscience clear, that's why I'm so magnetic
Manifest it (Yeah), I finessed it (I finessed it)
Take my pen and write some love letters to Heaven

Just like magic (Baby), just like magic (Oh yeah)
Middle finger to my thumb and then I snap it
Just like magic (Yeah), I'm attractive (Oh yeah)
I get everything I want 'cause I attract it (Oh)

Looking at my phone, but I'm tryna disconnect it (Oh yeah)
Read a fuckin' book, I be tryna stay connected (Yeah)
Say it's tricky at the top, gotta keep a slim ego for a thick wallet
Losing friends left and right, but I just send 'em love and light (Oh)

Good karma, my aesthetic (My aesthetic)
Keep my conscience clear, that's why I'm so magnetic
Manifest it (Ooh), I finessed it (Ooh)
Take my pen and write some love letters to Heaven

Just like magic, just like magic
Middle finger to my thumb and then I snap it (Ayy)
Just like magic, I'm attractive
I get everything I want 'cause I attract it

I don't wanna waste your time on some dumb shit
Password to your phone, you can miss me with that shit
Redesign your brain, we gon' make some new habits
Just like magic (Just like magic), just like magic

Just like magic (Baby), just like magic (Oh)
Middle finger to my thumb and then I snap it
Just like magic (Oh), I'm attractive (Ah, yeah)
I get everything I want 'cause I attract it ('Cause I attract it, babe)

Mmm, mmm (Oh)
Mmm-oh, yeah
Mmm, yeah, mmm"
Positions,off the table,"Will I ever love the same way again? (Way again)
Will I ever love somebody like the way I did you?
Never thought you'd be so damn hard to replace
I swear it don't need to be this way
If I can't have you, is love completely off the table?
Do I sit this one out and wait for the next life? (Next life)
Am I too cold? Am I not nice?
Might not be quite yet healed already
Should I be goin' too steady? (Too steady)
But I just wanna know is love completеly off the table?

Will you be thеre? (Will you be there?)
Can I still love you? (Can I, can I, babe?)
Not yet healed or ready (Not ready)
Should I be goin' too steady? (Too steady)
Just wanna know is love completely off the table?
I'll wait for you
Even though it always feels like I'll be number two
To someone you can't hold anymore
If you let me in, I'm ready to give you what I couldn't before
'Cause I got you, girl, let me help you through it
You're trying to fill the void with a couple boys
I can see right through it (You can see right through it)
I can love you harder than I did before
Was in a dark place back then
I was toxic, then I was toxic to someone else
I was haunted by the hills (Oh yeah, yeah)
I couldn't give you my all, but I will
If you let me in your arms (Your arms)
If you let me in your heart
I don't think that love's completely off the table

Will you be there? (Yes, I will be there for you)
Can I still love you? (Yes, I been hurt before, before)
Not yet healed or ready (Not ready)
Should I be goin' too steady? (Too steady, no, no)
Just wanna know is love completely off the table?

So can you hold me?
If I let you, can you prove it to me? (Oh, no-no, no)
'Cause I need you to calm me down, babe
Gotta get out of my head (Oh, woah)
Tryna be here from this bed (Oh)
Just wanna know, just wanna know, know, know, baby (Hey)
Can you touch it like you believe in it, baby? (Oh, hey)
Let me think you never gonna leave on me, baby
'Cause I ain't her and you ain't him, thankfully (Baby, don't leave)
But it's gon' be hard to let someone else in again (Woah)
Baby, baby (Woo-hoo)

Will you be there? (Will you be there? I'll still wait)
Can I still love you? (I'll still wait for you, babe, oh, no-no, no, can I still love you?)
Not yet healed or ready (Ooh, not ready)
Should I be goin' too steady? (No, no, ooh)
Just wanna know is love completely off the table, baby?

I swear, I swear
I will wait for you whenever you need
Ooh, ooh"
Positions,six thirty,"Ah, hey, yeah

I know I be on some bullshit
Know I be driving you crazy
But I know you love how I whip it
You can only stay mad for a minute
So come here and give me some kisses
You know I'm very delicious
You know I'm very impatient
Might change my mind, so don't keep me waiting

I just wonder, baby, if you're gonna stay
Even if, one day, I lose it and go crazy
I know this shit kinda heavy
I just wanna tell you directly
So, boy, let me know if you ready

Are you down? What's up?
Are you down? What's up?
Are you down?
Are you down?
Are you down?
Are you down?
Are you down? Mmm

You know you be on some bullshit (Bullshit)
Act so possessive and crazy (Crazy)
But I know that's just 'causе you love me
And you ain't scared to show mе your ugly
And maybe that's just how it's supposed to be
I'm the release, you the dopamine

And you wonder, baby, if I'm gonna stay
Even if one day, you lose it and go crazy
I know this shit kinda heavy (Heavy)
Just wanna ask you directly (Directly)
Boy, let me know if you ready

Are you down? What's up? (What's up?)
Are you down? What's up? (What's up?)
Are you down?
Are you down? (What's up?)
Are you down? (What's up?)
Are you down? (Tell me)
Are you down? (Are you gonna be)

Six thirty (Mmm)
Down like six thirty (Mmm)
Down like sunsets (Down like sunsets)
Down like my head on your chest (Mmm)
Down like six thirty (Ooh)
Down like six thirty (Six thirty)
Down like my foot on the gas, skrrt, skrrt
Down like six thirty, yeah

What you gon' do when I'm bored
And I wanna play video games at 2 AM?
What if I need a friend? Will you ride 'til the end?
Am I enough to keep your love?
When I'm old and stuff, will you still have a crush?

Are you down? What's up?
Are you down? What's up?
Are you down? (Oh)
Are you down?
Are you down?
Are you down? (Tell me)
Are you down? (Are you gonna be)

Six thirty (Mmm)
Down like six thirty (Down like six thirty)
Down like sunsets (Down like sunsets)
Down like my head on your chest (Down like my head on your chest)
Down like six thirty (Ooh)
Down like six thirty (Six thirty)
Down like my foot on the gas, skrrt, skrrt
Down like six thirty, yeah"
Positions,safety net,"Yeah

You know you're really something, yeah
How we get here so damn fast?
Only you can tell me that
Baby, 'cause you know I'm coming back
You're making me forget my past
Never thought I'd feel like that again
I came to peace with my path
Now you got me off track

I've never been this scared before
Feelings I just can't ignore
Don't know if I should fight or fly
But I don't mind

Mmm
Tripping, falling, with no safety net
Boy, it must be something that you said
Is it real this time or is it in my head?
Got me tripping, falling, with no safety net

Let your guard down, girl
You know we came too far now, girl (Oh)
It's timе for you to play your part now
You know we hit that jewelry storе and we gon' ball out (Yeah)
Ups and downs, we had some fallouts (Ooh, yeah)
Put some ice on you, girl, let it thaw out (Ooh)
Girl, you're mine, it's safe to say
At the end of the day

I've never been this scared before
Feelings I just can't ignore
Don't know if I should fight or fly
But I don't mind  (I don't mind, I don't, I don't mind)

Mmm (Sheesh, woo)
Tripping, falling, with no safety net (Yeah)
Boy, it must be something that you said (Something that you said, said, ayy)
Is it real this time or is it in my head? (In my head, oh, in my head, head, yeah)
Got me tripping, falling, with no safety net

Every time you feel some way, feel a way (Yeah)
Never let me (Never let me) run away, run away, my baby
Every time you (Yeah) feel some way, feel a way
Never let (Never let) me run away, run away

Girl, you got me tripping, falling, with no safety net
(With no safety net, oh-ah, baby)
Boy, it must be something that you said (Something that you said)
Is it real this time or is it in my head?
(Is it in my head? Is it all in my head? Oh, baby)
Got me tripping, falling, with no safety net (With no safety net)

Oh hey
Ah yeah"
Positions,my hair,"Said I'ma give you some instructions
That you can't be scared to try
I want you to touch it softly
Like the way you do my mind
It got body and it's smooth to touch
The same way as my skin
But don't you be scared

To run your hands through my hair
Baby, 'cause that's why it's there
Come run your hands through my hair
Ooh, baby, so don't you be scared
So come run your hands through my hair

It's been way long overdue
Just like these inches down my back
Usually don't let people touch it
But tonight, you get a pass
Spend my dimes and spend my time
To keep it real, sometimes it's tracks
But I don't care, mmm

So run your hands through my hair
Baby, 'cause that's why it's there
Come run your hands through my hair
Ooh, baby, so don't you be scared
So come run your hands through my hair

Know this ain't usually mе
But I might let it down for ya (Mmm)
This ain't usually me (Usually me)
But I might lеt it down for ya
So come run your hands through my hair
Said, oh, baby, 'cause that's why it's there
So come run your hands through my hair
Ooh, don't you be scared
Come run your hands through my hair

Oh-oh, oh-oh
Oh-oh, oh-oh"
Positions,nasty,"(This bitch gon' make me—)

You got me all up in my feels in all kind of ways
I be tryna wait, but lately, I just wanna keep it real (Real)
No more playin' safe, let's take it all the way
I'm just sayin'

I just wanna make time for ya (Yeah)
Swear it's just right for ya
Like this pussy designed for ya (Yeah)
Ten outta five on ya
Know I would sign on the line for ya (Yeah)
Bet I look nice on you (Yeah)
Open my mind for ya (Yeah)

Don't wanna wait on it
Tonight, I wanna get nasty (Yeah, yeah)
What you waitin' for? (What you waitin' for?)
What you waitin' for?
Don't wanna wait on it
Tonight, I wanna get nasty (Yeah, yeah)
What you waitin' for? (Waitin' for)
What you waitin' for? (Waitin' for)
Don't wanna wait on it
Tonight, I wanna get (Nasty)
Tonight, I wanna get (Nasty)

Promise I'ma give it to you like you never had it
I do it so good, it's gon' be hard to break the habit
You're like a whole constellation (Yeah)
Swimming like you on vacation (Yeah)
Promise I'm still gonna love you when you wake up in the AM

I just wanna make time for ya (Ah)
Swear it's just right for ya
Like this pussy designed for ya
Ten outta five on ya
Know I would sign on the line for ya
Bet I look nice on you (Mm)
Open my mind for ya (My mind)

Don't wanna wait on it
Tonight, I wanna get nasty (Oh, hey)
What you waitin' for? (Mm)
What you waitin' for? (Yeah)
Don't wanna wait on it
Tonight, I wanna get nasty
What you waitin' for? (What you waitin' for?)
What you waitin' for? (Waitin' for)
Don't wanna wait on it
Tonight, I wanna get nasty (Nasty, mm, ah)
Tonight, I wanna get (Nasty; oh, boy)

Boy (Yeah)
Boy, you know the vibes, I don't waste no time
Take what's on your mind, make it real life
Get all the homies to bounce (Bounce)
Switch from the bed to the couch (Couch)
And get to know how I'm feelin' inside
So much conversation, words so sweet (Ah)
Been so well-behaved, but, boy, I'm weak
Yeah, my body's gotta say something to you
That's one way to tell I speak the truth

Don't wanna wait on it (Baby, I)
Tonight, I wanna get nasty (Oh, hey)
What you waitin' for? (What you waitin' for? Mm)
What you waitin' for? (Yeah)
Don't wanna wait on it
Tonight, I wanna get nasty
What you waitin' for? (What you waitin' for?)
What you waitin' for? (What you waitin' for?)
Don't wanna wait on it
Tonight, I wanna get nasty (Tonight, I wanna get, mm)
(Tonight, you know that)
Tonight, I wanna get (Tonight, I wanna get nasty, oh)
Yeah"
Positions,west side,"I don't wanna think too much
I just wanna feel
You know that it ain't no rush
Let me keep it real
Just let me be in your life like that
In your life like that
I'll bring the light right back
I'll bring the life right back

I'm gonna make you want more (More)
I'm gonna be your new favorite
Tell 'em you closing the door
I am the only for sure
Oh, babe

Hold up, there shouldn't be no hold up
There's more love if you follow emotions
Show up, now if you're down to roll up
Meet me on the west side for me
Hold up, there shouldn't be no hold up
There's more love if you follow emotions
Show up, now if you're down to roll up
Meet me

I don't want it if it ain't your touch
It's better every time we chill
You ain't gotta bring no stuff
We got all we need right here
Just let me be in your life like that
Be your wife like that
I'll bring the light right back
I'll bring the life right back

I'm gonna make you want more (More)
I'm gonna be your new favorite
Tell 'em you closing the door
I am the only for sure, baby
Oh, babe, yeah

Hold up, there shouldn't be no hold up (Hold up)
There's more love if you follow emotions (Emotions)
Show up, now if you're down to roll up (Roll up)
Meet me on the west side for me
Hold up, there shouldn't be no hold up
There's more love if you follow emotions
Show up, now if you're down to roll up
Meet me on the west side for me

Mmm"
Positions,love language,"Oh, I know you're probably thinkin', ""What's the use?""
I promise it's the little things that you do
That make me wanna give it all to you
You know I do, babe

You soothe me
You hold it down with every word you speak, oh, babe
Baby
Been a minute since I had somethin' so sweet

If you're gon' keep speakin' my love language
You can talk your shit all night
You the medication when I'm feelin' anxious
That's the kind of shit I like
Teach me how to love you
I'm unlearnin' what ain't right
I want you to keep speakin' my love language
Baby, talk your shit all night

Why would I double back or do the same thing twice?
A question, somethin' that I can't deny
Lеft my baggage at the door, I'll claim you mine
All minе

You soothe me
You hold it down with every word you speak, oh, honey
Baby
It's been a minute since I had somethin' so sweet, mm, oh

If you're gon' keep speakin' my love language
You can talk your shit all night
You the medication when I'm feelin' anxious
That's the kind of shit I like
Teach me how to love you
I'm unlearnin' what ain't right
I want you to keep speakin' my love language
Baby, talk your shit all night

Baby, pardon my French, but could you speak in tongues?
Never lost in translation 'cause you know what I want, boy
Treat it just like Givenchy (Givenchy), it's expensive to taste
Ain't no need to remind ya, it's AG in your face (Face)

If you're gon' keep speakin' my love language
You can talk your shit all night
You the medication when I'm feelin' anxious
That's the kind of shit I like
Teach me how to love you
I'm unlearnin' what ain't right
I want you to keep speakin' my love language
Baby, talk your shit all night

Head over my shoes like woah
Know you like an inside joke
Runnin' 'cause you're just my speed
'Less you want it in slo-mo (In slo-mo)
I'm not what you had before (Had before)
Your ex-girlfriend don't want no smoke (No smoke)
I ain't tryna sign no lease
I'm just gon' make you my home"
Positions,positions,"Heaven sent you to me
I'm just hopin’ I don't repeat history

Boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no one else, babe
’Cause I'll be

Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin’ I wouldn’t do
That I won't do, switchin’ for you

Perfect, perfect
You're too good to be true (You're too good to be true)
But I get tired of runnin', fuck it
Now, I’m runnin' with you (With you)

Said, boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no onе else, babe
'Causе I'll be

Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do (Nothin')
That I won't do, switchin' for you

This some shit that I usually don't do (Yeah)
But for you, I kinda, kinda want to (Mmm)
'Cause you're down for me and I'm down too (And I'm down too)
Yeah, I'm down too
Switchin' the positions for you
This some shit that I (Yeah) usually don't do (Don't do)
But for you, I kinda, kinda want to (Mmm)
'Cause you're down for me and I'm down too ('Cause you're down for me)

Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops (Jumpin', jumpin')
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you (Ooh woah)
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do (I wouldn't do)
That I won't do, switchin' for you

Yeah
Ah, yeah
Ah (Ah), yeah"
Positions,obvious,"I love the taste of you in the morning
Keep me warm and
Nothin' else, nothin' more important
Makes me wanna believe in love (Mmm)
I love the thought of us in the evening
Crave the feeling
The way you feel, somethin' 'bout it's healing
I'm praying we don't fuck this up (Ah-ah-ah, babe)

Others that I've had had to impress me before
But I knew you were the real thing
When you walked through the door
I didn't think that I would have to spell it out

Don't put the bands, put the bands on me
Oh, my love, oh, my love is free
Ain't no price on my loyalty
No shit, got me right where you want me, baby
Could I be more obvious? (Ooh)
Hard to think when I'm under you
Tell you all of my dirty truths
No shit, got me right where you want me, baby
Could I be more obvious?

Maybe if I'm lucky, you might stay the afternoon
If you gotta work, just promise me you'll come back soon
Maybe you should pack a suitcase too (Too)
I love the thought of you never leavin' (No)
Days repeatin'
Gettin' steps up on the treadmill while you sleepin'
Never thought I'd believe in love again

Others that I've had had to impress me before (Ooh)
But I knew you were the real thing
When you walked through the door
I didn't think that I would have to spell it out

Don't put the bands, put the bands on me
Oh, my love, oh, my love is free
Ain't no price on my loyalty
No shit, got me right where you want me, baby
Could I be more obvious? (Ooh)
Hard to think when I'm under you
Tell you all of my dirty truths
No shit, got me right where you want me, baby
Could I be more obvious? (Obvious)"
Positions,pov,"It's like you got superpowers
Turn my minutes into hours
You got more than 20/20, babe
Made of glass, the way you see through me
You know me better than I do
Can't seem to keep nothin' from you
How you touch my soul from the outside
Permeate my ego and my pride

I wanna love me (Ooh)
The way that you love me (Ooh)
Ooh, for all of my pretty and all of my ugly too
I'd love to see me from your point of view
I wanna trust me (Trust me)
The way that you trust me (Trust me)
Ooh, 'cause nobody ever loved me like you do
I'd love to see me from your point of view

I'm gеtting used to receiving
Still gеtting good at not leaving
I'ma love you even though I'm scared (Oh, scared)
Learnin' to be grateful for myself (Oh, oh, oh)
You love my lips 'cause they say the
Things we've always been afraid of
I can feel it startin' to subside
Learnin' to believe in what is mine

I wanna love me (Ooh)
The way that you love me (Ooh)
Ooh, for all of my pretty and all of my ugly too
I'd love to see me from your point of view
I wanna trust me (Trust me)
The way that you trust me (Trust me)
Ooh, 'cause nobody ever loved me like you do
I'd love to see me from your point of view

I couldn't believe it or see it for myself
Know I be impatient
But now I'm out here, fallin', fallin'
Frozen, slowly thawin', got me right
I won't keep you waitin', waitin'
All my baggage fadin' safely (My baggage fadin')
And if my eyes deceive me
Won't let them stray too far away

I wanna love me (Ooh)
The way that you love me (Ooh)
Ooh, for all of my pretty and all of my ugly too
I'd love to see me from your point of view
I wanna trust me, ooh (Trust me)
The way that you trust me, baby (Trust me)
'Cause nobody ever loved me like you do
I'd love to see me from your point of view (Oh)
Yeah"
eternal sunshine,intro (end of the world),"Uh

How can I tell if I'm in the right relationship?
Aren't you really s'posed to know that shit?
Feel it in your bones and own that shit? I don't know
Then I had this interaction I've been thinkin' 'bout for like five weeks
Wonder if he's thinkin' 'bout it too and smiling
Wonder if he knows that that's been what's inspirin' me
Wonder if he's judgin' me like I am right now

I don't care
I'd rather tell the truth (Truth)
Than make it worse for you, mm (You)

If the sun refused to shine
Baby, would I still be your lover?
Would you want me there?
If the moon went dark tonight
And if it all ended tomorrow
Would I be the one on your mind, your mind, your mind?
And if it all ended tomorrow
Would you be the one on mine?"
eternal sunshine,bye,"Bye-bye
Boy, bye, hmm
Hmm
Bye-bye
Boy, bye
It's over, it's over, oh, yeah

This ain't the first time I've been hostage to these tears
I can't believe I'm finally movin' through my fears
At least I know how hard we tried, both you and me
Didn't we? Didn't we?

So I grab my stuff
Courtney just pulled up in the driveway
It's time

Bye-bye
Boy, bye
Bye-bye
It's over, it's over, oh, yeah
Bye-bye
I'm takin' what's mine, yeah
Bye-bye
It's over, it's over, oh, yeah

You know? I'm stronger than I think
Usually, I'd join you on the floor, but this dance ain't for me
Boy, just turn the music up
Maybe someday, we'll look back with love
Didn't think you'd lose me
Now it's just too late to choose me

So I grab my stuff
Courtney just pulled up in the driveway
It's time (It's time)

Bye-bye
Boy, bye (Boy, bye)
Bye-bye
It's over, it's over, oh, yeah
Bye-bye
I'm takin' what's mine, yeah (Takin' what's mine)
Bye-bye
It's over, it's over, oh, yeah

Now, it's certainly bittersweet
This hook feels too hard to sing
But it's better than repeat (Than repeat, than repeat, than repeat)
Ooh

Bye-bye (Bye-bye)
Boy, bye (Boy, bye)
Bye-bye
It's over, it's over, oh, yeah (Bye)
Bye-bye (Bye-bye)
I'm takin' what's mine, yeah (Takin' what's mine, ooh)
Bye-bye
It's over, it's over, oh, yeah (Ooh)
Bye-bye (Bye-bye)
Boy, bye
Bye-bye
It's over, it's over, oh, yeah (It's over, baby)
Bye-bye (Bye-bye)
I'm takin' what's mine, yeah (I'm takin' what's mine)
Bye-bye
It's over, it's over, oh yeah"
eternal sunshine,don’t wanna break up again,"Mm

I fall asleep cryin'
You turn up the TV
You don't wanna hear me
One more sleepless night
Big day in the morning
So, I take my time to self-soothe

I'm too much for you
So I really gotta do
The thing I don't wanna do
No, I don't, don't, don't, don't

I don't wanna fuck with your head
It's breakin' my heart
To keep breakin' yours again (Yours again, yours again, yours again)
This situationship has to end
But I just can't refuse
I don't wanna break up again (Up again, up again, up again), baby

I made it so easy
Spent so much on therapy
Blamed my own codependency
But you didn't even try
When you finally did, it was at the wrong time
Won't abandon me again for you and I, I

I'm too much for you
So I really gotta do
The thing I don't wanna do
No, I don't, don't, don't, don't

I don't wanna fuck with your head
It's breakin' my heart (Breakin' my heart)
To keep breakin' yours again (Yours again, yours again, yours again)
This situationship has to end
But I just can't refuse
I don't wanna break up again (Up again, up again, up again)

We both know it's time
So we say goodbye
Just one kiss goodbye
With tears in our eyes
Hope you won't, won't regret me
Hope you'll still think fondly of our little life

I don't wanna fuck with your head
It's breakin' my heart (Breakin' my heart)
To keep breakin' yours again (Yours again, yours again, yours again)
This situationship has to end
But I just can't refuse
I don't wanna break up again (Up again, up again, up again), baby

(Hah, hah, hah)
(Hah, hah, hah)
Don't wanna break up again (Breakin' my heart)
I don't wanna, baby
Situationship has to end (Know it has to end)
Just can't refuse
Ooh"
eternal sunshine,Saturn Returns Interlude,"When we're all born, Saturn's somewhere
And the Saturn cycle takes around about twenty-nine years
That's when we gotta wake up and smell the coffee
Because if we've just been sort of relying on our cleverness
Or relying—, you know, just kind of floating along
Saturn comes along and hits you over the head
Hits you over the head, hits you over the head, and says, ""Wake up""
Aha, it's time for you to get real about life and sort out who you really are

Wake up
Get real"
eternal sunshine,eternal sunshine,"I

I don't care what people say
We both know I couldn't change you
I guess you could say the same
Can't rearrange truth
I've never seen someone lie like you do
So much, even you start to think it's true
Ooh
Get me out of this loop, yeah, yeah

So now we play our separate scenes
Now, now she's in my bed, mm-mm, layin' on your chest
Now I'm in my head, wonderin' how it ends

I'll be the first to say, ""I'm sorry""
Now you got me feelin' sorry
I showed you all my demons, all my lies
Yet you played me like Atari
Now it's like I'm lookin' in the mirror
Hope you feel alright when you're in her
I found a good boy and he's on my side
You're just my eternal sunshine, sunshine

So I try to wipe my mind
Just so I feel less insane
Rather feel painless
I'd rather forget than know, know for sure
What we could've fought through behind this door, mm
So I close it and move, yeah, yeah

So now we play our separate scenes
Now, now he's in your bed, and layin' on my chest
Now I'm in my head, and wonderin' how it ends, ends, ends

I'll be the first to say, ""I'm sorry""
Now you got me feelin' sorry
I showed you all my demons, all my lies
Yet you played me like Atari
Now it's like I'm lookin' in the mirror
Hope you feel alright when you're in her
I found a good boy and he's on my side
You're just my eternal sunshine, sunshine
Won't break, can't shake
This fate, rewrite
Deep breaths, tight chest
Life, death, rewind
Won't (Won't) break (Won't), can't (Can't) shake (Shake)
This (This) fate (Fate), rewrite
Deep (Deep) breaths (Breaths), tight (Tight) chest (Chest)
Life (Life), death (Death)

I'll be the first to say, ""I'm sorry""
Now you got me feelin' sorry
I showed you all my demons, all my lies
Yet you played me like Atari
Now it's like I'm lookin' in the mirror (Won't break, can't shake)
Hope you feel alright when you're in her (This fate, rewrite)
I found a good boy and he's on my side (Deep breaths, tight chest)
You're just my eternal sunshine, sunshine (Life, death, rewind)
Won't (Won't) break (Won't), can't (Can't) shake (Shake)
This (This) fate (Fate), rewrite
Deep (Deep) breaths (Breaths), tight (Tight) chest (Chest)
Life (Life), death (Death), rewind
Won't (Won't) break (Won't), can't (Can't) shake (Shake)
This (This) fate (Fate), rewrite
Deep (Deep) breaths (Breaths), tight (Tight) chest (Chest)
Life (Life), death (Death)"
eternal sunshine,supernatural,"(This love's possessin' me, but I don't mind at all)
(It's taking over me, don't wanna fight the fall)

Don't want nobody else around me
Just need you right here
You're like the only thing that I see
It's crystal-clear, and I

I want you to come claim it, I do
What are you waiting for?
Yeah, I want you to name it, I do
Want you to make it yours

It's like supernatural
This love's possessin' me, but I don't mind at all
It's like supernatural
It's takin' over me, don't wanna fight the fall
It's like supernatural
(This love's possessin' me, but I don't mind at all) Mm
It's like supernatural (Oh)
(This love's possessin' me, but I don't mind at all) Mm

Need your hands all up on my body
Like the moon needs thе stars (Like the moon needs the stars)
Nothin' еlse felt this way inside me
Boy, let's go too far

I want you to come claim it, I do
What are you waiting for? (Ooh)
Yeah, I want you to name it, I do
Want you to make it yours

It's like supernatural
This love's possessin' me, but I don't mind at all
It's like supernatural
It's takin' over me, don't wanna fight the fall
It's like supernatural
(This love's possessin' me, but I don't mind at all) No, I don't even mind at all, mm
It's like supernatural
(This love's possessin' me, but I don't mind at all) No, I don't even mind at all

Yeah (Yeah), mm
I want you to come claim it, I do (Do)
(I do, I do, do)
You to come name it, I do (Do)

This love's possessin' me, but I don't mind at all
It's like supernatural
It's takin' over me, don't wanna fight the fall
It's like supernatural
(This love's possessin' me, but I don't mind at all) No, I don't even mind at all, mm
It's like supernatural (Ooh)
(This love's possessin' me, but I don't mind at all) No, I don't even mind at all
It's like supernatural"
